kernel,mode,nnr,ngmt,threads,rep,ms,inputs,lane,alloc
addusxx_g,BaO_nat002,64000,18643,32,4,0.439000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,5,0.428000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,6,0.433000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,7,0.492000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,8,0.457000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,9,0.431000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,10,0.430000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,11,0.434000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,12,0.576000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,13,0.430000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,14,0.433000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,15,0.432000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,16,0.428000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,17,0.429000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,18,0.435000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,19,0.427000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,0,0.294000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,1,1.321000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,2,0.301000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,3,0.295000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,4,0.296000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,5,0.298000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,6,0.300000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,7,0.300000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,8,0.326000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,9,0.294000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,10,0.293000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,11,0.290000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,12,0.640000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,13,0.295000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,14,0.401000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,15,0.294000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,16,0.294000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,17,0.293000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,18,0.294000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,19,0.293000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,72,0,0.299000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,72,1,0.303000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,72,2,0.300000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,72,3,0.299000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,72,4,0.301000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,72,5,0.300000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,72,6,0.305000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,72,7,0.345000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,72,8,0.298000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,72,9,0.297000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,72,10,1.281000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,72,11,0.297000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,72,12,0.338000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,72,13,0.292000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,72,14,0.291000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,72,15,0.310000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,72,16,0.296000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,72,17,0.296000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,72,18,0.521000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,72,19,0.291000,set0,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,1,0,9.911000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,1,1,9.887000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,1,2,9.940000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,1,3,9.912000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,1,4,9.855000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,1,5,9.833000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,1,6,9.893000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,1,7,9.805000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,1,8,9.778000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,1,9,9.800000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,1,10,9.853000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,1,11,9.811000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,1,12,9.879000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,1,13,9.866000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,1,14,10.051000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,1,15,9.967000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,1,16,9.878000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,1,17,9.987000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,1,18,10.003000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,1,19,9.993000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,2,0,5.080000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,2,1,4.980000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,2,2,4.962000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,2,3,5.007000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,2,4,4.950000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,2,5,4.955000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,2,6,5.052000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,2,7,4.993000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,2,8,4.954000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,2,9,4.994000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,2,10,4.944000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,2,11,4.957000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,2,12,5.012000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,2,13,4.970000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,2,14,4.958000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,2,15,5.022000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,2,16,4.970000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,2,17,4.997000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,2,18,4.955000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,2,19,4.953000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,4,0,2.567000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,4,1,2.569000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,4,2,2.562000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,4,3,2.568000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,4,4,2.561000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,4,5,2.553000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,4,6,2.536000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,4,7,2.533000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,4,8,2.515000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,4,9,2.522000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,4,10,2.517000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,4,11,2.529000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,4,12,2.584000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,4,13,2.552000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,4,14,2.531000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,4,15,2.566000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,4,16,2.537000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,4,17,2.537000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,4,18,2.531000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,4,19,2.540000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,8,0,1.385000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,8,1,1.362000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,8,2,1.357000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,8,3,1.364000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,8,4,1.350000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,8,5,1.356000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,8,6,1.447000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,8,7,1.342000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,8,8,1.352000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,8,9,1.428000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,8,10,1.352000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,8,11,1.420000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,8,12,1.342000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,8,13,1.462000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,8,14,1.343000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,8,15,1.350000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,8,16,1.357000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,8,17,1.343000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,8,18,1.356000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,8,19,1.337000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,16,0,0.734000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,16,1,0.748000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,16,2,0.699000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,16,3,0.699000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,16,4,0.690000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,16,5,0.694000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,16,6,0.728000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,16,7,0.691000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,16,8,0.708000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,16,9,0.690000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,16,10,0.690000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,16,11,0.689000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,16,12,0.690000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,16,13,0.691000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,16,14,0.734000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,16,15,0.686000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,16,16,0.689000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,16,17,0.703000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,16,18,0.696000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,16,19,0.694000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,0,0.432000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,1,0.455000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,2,0.431000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,3,0.430000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,4,0.434000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,5,0.425000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,6,0.461000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,7,0.448000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,8,0.422000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,9,0.430000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,10,0.451000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,11,0.425000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,12,0.468000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,13,0.421000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,14,0.464000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,15,0.424000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,16,0.425000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,17,0.423000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,18,0.431000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,32,19,0.447000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,0,0.297000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,1,0.298000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,2,1.410000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,3,0.293000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,4,0.332000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,5,0.291000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,6,0.295000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,7,0.380000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,8,0.289000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,9,0.289000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,10,0.290000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,11,0.287000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,12,0.288000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,13,0.290000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,14,0.288000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,15,0.290000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,16,0.291000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,17,0.293000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,18,0.294000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,64,19,0.381000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,72,0,0.303000,set1,flang-openmp,mimalloc
addusxx_g,BaO_nat002,64000,18643,72,1,0.304000,set1,flang-openmp,mimalloc
