kernel,mode,nnr,ngmt,threads,rep,ms,inputs,lane,alloc,deck_rep
addusxx_g,BaO_nat002,64000,18643,64,0,0.293000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,64,1,0.298000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,64,2,0.290000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,64,3,0.287000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,64,4,0.289000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,64,5,0.286000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,64,6,0.296000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,64,7,0.291000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,64,8,0.289000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,64,9,0.331000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,64,10,0.289000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,64,11,0.286000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,64,12,0.328000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,64,13,0.289000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,64,14,0.290000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,64,15,0.288000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,64,16,0.290000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,64,17,0.293000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,64,18,0.292000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,64,19,0.285000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,72,0,0.299000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,72,1,0.295000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,72,2,0.288000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,72,3,0.296000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,72,4,0.293000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,72,5,0.322000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,72,6,0.300000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,72,7,0.291000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,72,8,0.363000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,72,9,0.294000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,72,10,0.292000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,72,11,0.294000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,72,12,0.289000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,72,13,0.314000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,72,14,0.294000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,72,15,0.293000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,72,16,0.296000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,72,17,0.297000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,72,18,0.297000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,72,19,0.292000,set0,flang-openmp,mimalloc,1
addusxx_g,BaO_nat002,64000,18643,1,0,855.328000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,1,1,855.187000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,1,2,853.359000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,1,3,852.736000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,1,4,854.083000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,1,5,856.000000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,1,6,866.408000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,1,7,855.037000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,1,8,867.801000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,1,9,876.953000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,1,10,855.976000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,1,11,856.881000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,1,12,867.434000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,1,13,850.941000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,1,14,852.246000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,1,15,852.055000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,1,16,853.219000,set0_rep72,flang-openmp,mimalloc,72
addusxx_g,BaO_nat002,64000,18643,1,17,856.978000,set0_rep72,flang-openmp,mimalloc,72
