kernel,mode,nnr,ngmt,threads,rep,ms,inputs,lane,alloc,deck_rep
newdxx_g,BaO_nat002,64000,18643,1,0,7.132000,set0,original-openmp,mimalloc,1
newdxx_g,BaO_nat002,64000,18643,1,1,7.092000,set0,original-openmp,mimalloc,1
newdxx_g,BaO_nat002,64000,18643,1,2,7.010000,set0,original-openmp,mimalloc,1
newdxx_g,BaO_nat002,64000,18643,1,3,7.042000,set0,original-openmp,mimalloc,1
newdxx_g,BaO_nat002,64000,18643,1,4,6.988000,set0,original-openmp,mimalloc,1
newdxx_g,BaO_nat002,64000,18643,1,5,6.994000,set0,original-openmp,mimalloc,1
newdxx_g,BaO_nat002,64000,18643,1,6,6.946000,set0,original-openmp,mimalloc,1
newdxx_g,BaO_nat002,64000,18643,1,7,6.951000,set0,original-openmp,mimalloc,1
newdxx_g,BaO_nat002,64000,18643,1,8,6.998000,set0,original-openmp,mimalloc,1
newdxx_g,BaO_nat002,64000,18643,1,9,6.981000,set0,original-openmp,mimalloc,1
newdxx_g,BaO_nat002,64000,18643,1,10,6.971000,set0,original-openmp,mimalloc,1
newdxx_g,BaO_nat002,64000,18643,1,11,6.932000,set0,original-openmp,mimalloc,1
newdxx_g,BaO_nat002,64000,18643,1,12,6.927000,set0,original-openmp,mimalloc,1
newdxx_g,BaO_nat002,64000,18643,1,13,6.909000,set0,original-openmp,mimalloc,1
newdxx_g,BaO_nat002,64000,18643,1,14,6.971000,set0,original-openmp,mimalloc,1
newdxx_g,BaO_nat002,64000,18643,1,15,6.938000,set0,original-openmp,mimalloc,1
newdxx_g,BaO_nat002,64000,18643,1,16,6.915000,set0,original-openmp,mimalloc,1
newdxx_g,BaO_nat002,64000,18643,1,17,6.952000,set0,original-openmp,mimalloc,1
newdxx_g,BaO_nat002,64000,18643,1,18,6.908000,set0,original-openmp,mimalloc,1
newdxx_g,BaO_nat002,64000,18643,1,19,6.850000,set0,original-openmp,mimalloc,1
newdxx_g,BaO_nat002,64000,18643,2,0,6.062000,set0,original-openmp,mimalloc,1
